Time,Risk Score
0,38.84544848965492
300,36.907765448736235
600,31.674722291315067
900,24.669784315624153
1200,17.869248318927877
1500,13.237103976723539
1800,12.209613329936452
2100,19.80692742772398
2400,25.336461801040564
2700,24.530366014911504
3000,28.45853999142919
3300,29.477397293479005
3600,24.483082508953657
3900,19.799465547811714
4200,18.94988179413433
4500,20.55365648664993
4800,19.942072225209483
5100,19.396631338586122
5400,19.81977641422334
5700,18.721330332626714
6000,20.3493810298653
6300,26.465684817581664
6600,30.49982982414398
6900,30.03457033946241
7200,24.819231806448894
7500,19.234250611966758
7800,15.396869707234245
8100,14.708930565810327
8400,16.58274551606335
8700,19.888498114124403
9000,23.66935761724808
9300,27.647241409536917
9600,28.696386826573743
9900,27.604313377477244
10200,23.078290341838333
10500,18.49773390069679
10800,17.23908380280212
11100,18.484610862189623
11400,21.785626657997607
11700,21.43908969599337
12000,22.454064762998495
12300,23.515186292250934
12600,25.591846847163676
12900,24.62630172390556
13200,23.906365389015207
13500,23.33257028357151
13800,22.6123764139128
14100,19.277013636728352
14400,18.301981509630615
14700,19.396676703452243
15000,19.688674460267222
15300,21.034865447755543
15600,23.33946965429689
15900,27.026291867799788
16200,26.989983170998293
16500,24.106590666426484
16800,23.065489250261468
17100,20.00898815785903
17400,17.52802512519528
17700,21.60134426501797
18000,29.96343049840442
18300,33.82977714685211
18600,28.539983871351026
18900,22.168658137952992
19200,16.511464107744057
19500,13.20770473976438
19800,13.805639367958616
20100,16.567350592942123
20400,23.476936708891454
20700,24.685622520726817
21000,21.05671259889146
21300,22.787547741175505
21600,26.999204033807505
21900,24.452871157973753
22200,21.108412183260356
22500,20.038465988573254
22800,19.794870386788716
23100,19.213968370543267
23400,18.690847762565905
23700,18.47982569907571
24000,19.007747017520124
24300,19.497019405636596
24600,20.499579431986895
24900,26.894659363021184
25200,25.68742724321167
25500,21.51895740635744
25800,16.921375286630088
26100,13.658170558035897
26400,14.177165167415755
26700,16.175564008841242
27000,20.535635998857874
27300,22.163551363263515
27600,25.64688374179718
27900,25.73279731726553
28200,24.105558290241778
28500,24.44919674420995
28800,28.18003394686848
29100,24.0369315936606
29400,19.86235478887608
29700,17.20441730734303
30000,16.048990795355532
30300,16.17105760695297
30600,16.371466783470815
30900,18.28680018824821
31200,21.833590017250476
31500,22.353393319686123
31800,24.127884890230252
32100,25.849734028615966
32400,23.57283195887825
32700,20.429182393775346
33000,17.137003707148267
33300,19.0765289073542
33600,18.69728181161688
33900,18.071814244789696
34200,17.647195058931622
34500,20.049069344118564
34800,21.6507642627986
35100,22.478044916541503
35400,25.320899370610828
35700,25.794311369183163
36000,21.575396546622716
36300,17.358624892703588
36600,15.306609880773383
36900,21.189536103161988
37200,30.584538895167185
37500,27.852095569826922
37800,23.30283332506729
38100,18.035413519272534
38400,13.94269784820583
38700,12.718797414388547
39000,13.646816701000132
39300,19.41375718826082
39600,23.719388881688587
39900,22.11178539253166
40200,19.469926485120972
40500,26.868966616360538
40800,23.672804812357203
41100,20.409598571008964
41400,19.763305926178393
41700,20.33880997689611
42000,18.754330534501673
42300,17.07243150137189
42600,16.44357239232528
42900,16.83980415682225
43200,18.26277882369814
43500,23.111806979187307
43800,29.035765404180555
44100,28.154777094742013
44400,22.697409876733513
44700,18.365637851846493
45000,14.580396307129039
45300,13.21419379880716
45600,15.730659663831569
45900,19.34346803599347
46200,22.066734280813403
46500,23.085237265610186
46800,26.194759665503938
47100,25.111366494270918
47400,22.1512172698228
47700,19.72159651711639
48000,18.96172631784733
48300,18.17739478099255
48600,18.445020537922602
48900,17.73293165799581
49200,17.2836802327902
49500,20.80142952510158
49800,21.407339285002777
50100,25.96409051911605
50400,27.341119933014216
50700,23.426464027586846
51000,19.79807361168086
51300,16.510271623627748
51600,15.574793946764604
51900,15.158906204306104
52200,17.573573862439563
52500,21.504411277479274
52800,23.735625828154575
53100,24.52486181736803
53400,22.863563842832097
53700,22.548172144537972
54000,19.640714480063984
54300,17.651617896315635
54600,17.734769588418107
54900,18.246527680313935
55200,18.003851172957695
55500,19.35954619852878
55800,21.966103171703445
56100,20.912442002907675
56400,23.148435339568287
56700,22.22427553442672
57000,21.839247834644162
57300,19.707056478902487
57600,19.198944816821072
57900,18.64785459571627
58200,17.13410990823825
58500,17.29035417920288
58800,19.725819286896265
59100,20.127735929632475
59400,21.55104661508323
59700,23.882301033887483
60000,22.331174945228852
60300,19.73477281449682
60600,16.71694169039586
60900,16.824440077172888
61200,16.771241221262073
61500,18.904727955006607
61800,21.214093658726807
62100,23.061336220512526
62400,23.7493941504319
62700,20.76387990030546
63000,22.294938204943392
63300,19.423068397985595
63600,17.91086525384622
63900,18.747432074706364
64200,19.014808396245357
64500,18.477831630426554
64800,20.079986361512834
65100,22.55977526880911
65400,22.246146401488673
65700,21.590597987237928
66000,19.997087591809464
66300,24.735201844280024
66600,25.34435526105541
66900,21.521226206288098
67200,19.19449830824426
67500,16.792358818109225
67800,15.355356546798058
68100,15.034719612614087
68400,15.926491998125712
68700,16.94479689828155
69000,17.148415368790022
69300,24.209270344695778
69600,31.443611775641724
69900,27.828860591703148
70200,22.808367991831943
70500,17.667990253534715
70800,14.763475142186449
71100,14.362820704979447
71400,16.055575916731343
71700,17.96305999616014
72000,20.921614388601196
72300,23.097112162426203
72600,18.732117907147202
72900,22.084227713313414
73200,24.324001324815818
73500,21.824128306009026
73800,18.95957331202526
74100,18.469875497304788
74400,20.127766074019902
74700,19.856860634858105
75000,18.269607088663804
75300,17.51393952233381
75600,17.860630072546407
75900,19.674877186885958
76200,21.945438898842085
76500,22.369722761358442
76800,23.042939146538163
77100,20.325554977983725
77400,17.20313655083353
77700,16.674590669191183
78000,18.891554704893156
78300,18.700020587504657
78600,20.163530218999167
78900,21.169961895323464
79200,22.413348269017646
79500,20.530488949496505
79800,19.62942650502164
80100,19.09803781072376
80400,19.76623363828823
80700,19.87600433190522
81000,20.79535567835754
81300,22.120725579478993
81600,21.065077910484863
81900,19.190277254143933
82200,19.304246972082982
82500,19.350805510089504
82800,19.765514042476646
83100,19.152062228367914
83400,20.381443632564487
83700,26.81146880124295
84000,26.71290933342212
84300,23.525643263959164
84600,22.51886710515715
84900,19.328611679092486
85200,15.707284031975282
85500,13.996020377494242
85800,15.26673109915055
86100,15.837319011864421
86400,15.654223222231685
